iter	Logloss
435	0.0003416472719
436	0.0003410287998
437	0.0003395510199
438	0.0003387451305
439	0.0003375626939
440	0.0003360158895
441	0.0003337909796
442	0.0003334632278
443	0.0003314383233
444	0.0003294533885
445	0.000328067377
446	0.00032725261
447	0.0003253177108
448	0.0003234644693
449	0.0003228423433
450	0.0003205531537
451	0.00031947342
452	0.0003168838794
453	0.0003145134207
454	0.0003134262424
455	0.0003105216998
456	0.0003091652673
457	0.0003085164625
458	0.0003067709571
459	0.0003050611724
460	0.0003030515182
461	0.0003013564755
462	0.000299786393
463	0.0002991892375
464	0.000298694669
465	0.0002972090916
466	0.0002966338574
467	0.0002950000945
468	0.0002929853917
469	0.0002913849519
470	0.0002876162518
471	0.0002856511889
472	0.0002842600956
473	0.0002817976755
474	0.0002794975167
475	0.0002781336729
476	0.0002775914984
477	0.0002770288913
478	0.0002768083648
479	0.0002765978683
480	0.0002746849166
481	0.0002734107171
482	0.0002730368832
483	0.0002722541243
484	0.0002701404199
485	0.000268954076
486	0.0002671573746
487	0.0002656203956
488	0.0002644323848
489	0.0002639223918
490	0.000263414268
491	0.0002626521559
492	0.000261194421
493	0.0002600802792
494	0.0002582889541
495	0.0002571173841
496	0.0002557174046
497	0.0002536976532
498	0.0002518932971
499	0.0002500545114
500	0.0002495336064
501	0.0002477779057
502	0.000247476617
503	0.0002464417213
504	0.0002447287972
505	0.0002434437844
506	0.0002422412106
507	0.0002419111895
508	0.0002402452218
509	0.0002390153026
510	0.0002384681928
511	0.0002371402432
512	0.000235932836
513	0.0002346380994
514	0.0002342283945
515	0.0002332584167
516	0.0002328952221
517	0.0002307086718
518	0.000229396629
519	0.000227525031
520	0.0002270144047
521	0.0002260014582
522	0.0002255949859
523	0.0002244361831
524	0.0002239815422
525	0.0002235796327
526	0.0002222243988
527	0.000221323281
528	0.0002210905877
529	0.0002206257651
530	0.0002194935012
531	0.0002186993484
532	0.0002182871804
533	0.0002174221628
534	0.0002161855815
535	0.0002160199208
536	0.0002146021831
537	0.0002132777828
538	0.0002122568065
539	0.0002116099138
540	0.0002112505955
541	0.0002103539286
542	0.0002099334252
543	0.0002089666195
544	0.000208186944
545	0.0002071631065
546	0.0002069067396
547	0.0002063849343
548	0.0002054839139
549	0.00020378396
550	0.0002035256638
551	0.0002026415402
552	0.0002017056086
553	0.0002015445122
554	0.0002011202519
555	0.000199440833
556	0.0001989896467
557	0.0001976898848
558	0.0001974398406
559	0.0001967984152
560	0.000196449641
561	0.0001952311509
562	0.0001950734959
563	0.0001947438599
564	0.0001940873609
565	0.0001939926963
566	0.0001927133427
567	0.0001915634526
568	0.0001905582056
569	0.0001898285034
570	0.0001885059509
571	0.0001882731515
572	0.0001880609412
573	0.0001871498606
574	0.0001857221275
575	0.0001853891334
576	0.0001852001744
577	0.0001844322317
578	0.0001838817061
579	0.0001828366486
580	0.000181554586
581	0.0001809686366
582	0.0001804465571
583	0.0001801951271
584	0.0001799724689
585	0.0001797386364
586	0.0001786724397
587	0.0001783422759
588	0.0001780407984
589	0.0001774949433
590	0.0001764046098
591	0.0001761700755
592	0.0001755989165
593	0.0001754135475
594	0.0001744720081
595	0.000174138418
596	0.0001733939109
597	0.0001721972809
598	0.0001720037651
599	0.0001716952584
600	0.000171205399
601	0.000170376241
602	0.0001694894645
603	0.0001692622553
604	0.0001691373458
605	0.0001689496555
606	0.000168544102
607	0.0001678430712
608	0.0001677420086
609	0.0001669464475
610	0.0001668202557
611	0.0001660129641
612	0.000165560838
613	0.0001650835815
614	0.0001644252344
615	0.0001635351612
616	0.0001631046994
617	0.0001621046305
618	0.0001616991357
619	0.000161378279
620	0.0001607496733
621	0.0001605621618
622	0.0001598543428
623	0.0001589896832
624	0.0001589119894
625	0.0001587247019
626	0.0001582271709
627	0.0001578460454
628	0.0001576984828
629	0.000157243834
630	0.0001565668208
631	0.0001560804612
632	0.0001558159633
633	0.0001554451171
634	0.0001547464671
635	0.000154496473
636	0.0001542746377
637	0.0001542010653
638	0.0001539301758
639	0.0001533417972
640	0.0001531806425
641	0.0001529843253
642	0.0001523104738
643	0.0001513734488
644	0.0001512816193
645	0.0001501931111
646	0.0001500002278
647	0.00014849473
648	0.0001479449597
649	0.0001478210822
650	0.0001476736815
651	0.000147324548
652	0.0001468146669
653	0.0001459090254
654	0.0001456916381
655	0.0001452894143
656	0.0001451685222
657	0.0001450141048
658	0.0001445592332
659	0.0001444099198
660	0.0001437437509
661	0.000143580986
662	0.0001433749102
663	0.0001432344676
664	0.0001431343384
665	0.000142942057
666	0.0001423179894
667	0.000141994008
668	0.0001415298366
669	0.0001413591505
670	0.0001408709318
671	0.0001406764728
672	0.0001402925784
673	0.0001401618743
674	0.000138475021
675	0.0001380723507
676	0.0001371171231
677	0.0001362947145
678	0.0001360290729
679	0.0001358668924
680	0.0001357289647
681	0.0001354236874
682	0.0001349232767
683	0.0001347316046
684	0.0001341423461
685	0.0001339556556
686	0.0001338883533
687	0.0001336982824
688	0.000132229149
689	0.0001316907555
690	0.0001312843716
691	0.0001312204768
692	0.0001309247374
693	0.0001302549763
694	0.0001301199844
695	0.0001297334311
696	0.0001296782693
697	0.0001292956403
698	0.0001291663271
699	0.0001288254699
700	0.0001283492207
701	0.0001281313758
702	0.0001279049303
703	0.0001277227367
704	0.0001274803175
705	0.0001273773389
706	0.0001270903298
707	0.0001263607012
708	0.0001261928129
709	0.0001259642361
710	0.0001256351
711	0.0001253830434
712	0.0001243624266
713	0.0001241377951
714	0.0001237281471
715	0.0001236479846
716	0.0001235929666
717	0.0001230893904
718	0.0001230376264
719	0.0001225169323
720	0.0001221551319
721	0.0001220699678
722	0.0001219283151
723	0.000121824289
724	0.0001215295539
725	0.0001214768492
726	0.0001208417719
727	0.000120798798
728	0.0001207210236
729	0.0001204370595
730	0.0001200653338
731	0.0001198652295
732	0.0001196898367
733	0.0001194918572
734	0.0001193344344
735	0.0001190778243
736	0.0001189953763
737	0.0001180984078
738	0.0001177263071
739	0.0001171549943
740	0.0001170459552
741	0.0001165902062
742	0.000116097886
743	0.0001160039117
744	0.0001156645184
745	0.0001155269695
746	0.00011544211
747	0.0001152450989
748	0.0001151477723
749	0.0001148395687
750	0.0001145180178
751	0.0001144070797
752	0.0001142597057
753	0.0001141950809
754	0.0001136193192
755	0.0001134928039
756	0.0001133899543
757	0.0001125710653
758	0.0001122186547
759	0.0001120445862
760	0.0001119704213
761	0.000111607974
762	0.0001107175277
763	0.0001105285919
764	0.0001101475362
765	0.0001100433679
766	0.0001099533954
767	0.0001097635401
768	0.000109676115
769	0.0001093636819
770	0.0001089471192
771	0.000108739318
772	0.0001084084915
773	0.000107887196
774	0.0001069052676
775	0.0001066377822
776	0.0001065792622
777	0.000106149996
778	0.0001060875456
779	0.0001056480573
780	0.0001048449535
781	0.0001047603937
782	0.0001047499754
783	0.0001047004446
784	0.0001044039506
785	0.0001043633181
786	0.0001041165425
787	0.0001034663323
788	0.0001033619794
789	0.0001032846285
790	0.0001030290324
791	0.0001029877921
792	0.0001029299632
793	0.0001028769321
794	0.0001027484469
795	0.0001026409495
796	0.000102492923
797	0.0001024036873
798	0.0001021574081
799	0.000102004802
800	0.000101685281
801	0.0001012970125
802	0.0001011918423
803	0.0001011141041
804	0.0001009897953
805	0.0001008643057
806	0.0001003071792
807	0.0001002965795
808	0.0001001676849
809	9.992168868e-05
810	9.98290228e-05
811	9.974084187e-05
812	9.972263645e-05
813	9.953465897e-05
814	9.944204914e-05
815	9.903677607e-05
816	9.890691789e-05
817	9.878328884e-05
818	9.86119716e-05
819	9.845381281e-05
820	9.835851517e-05
821	9.822954453e-05
822	9.817892625e-05
823	9.808549029e-05
824	9.798573385e-05
825	9.79500311e-05
826	9.766449941e-05
827	9.754173857e-05
828	9.742227614e-05
829	9.734819832e-05
830	9.670285124e-05
831	9.667817601e-05
832	9.598362232e-05
833	9.585885676e-05
834	9.561910552e-05
835	9.547525554e-05
836	9.536777943e-05
837	9.498620852e-05
838	9.467001395e-05
839	9.4561364e-05
840	9.418678342e-05
841	9.392416103e-05
842	9.372143465e-05
843	9.314656172e-05
844	9.290980505e-05
845	9.282441612e-05
846	9.271237225e-05
847	9.257540915e-05
848	9.228517234e-05
849	9.223820509e-05
850	9.207629086e-05
851	9.200200966e-05
852	9.157788111e-05
853	9.143282375e-05
854	9.11017506e-05
855	9.10368907e-05
856	9.098759773e-05
857	9.091591066e-05
858	9.059355215e-05
859	9.049278178e-05
860	9.03556574e-05
861	8.994229869e-05
862	8.989028055e-05
863	8.943462093e-05
864	8.939000134e-05
865	8.931438268e-05
866	8.928014353e-05
867	8.922285929e-05
868	8.8825856e-05
869	8.879423119e-05
870	8.863784398e-05
871	8.852403077e-05
872	8.843180595e-05
873	8.829057071e-05
874	8.776950316e-05
875	8.773078324e-05
876	8.743058229e-05
877	8.735843071e-05
878	8.696495125e-05
879	8.683250384e-05
880	8.671289551e-05
881	8.66581626e-05
882	8.656798615e-05
883	8.56055208e-05
884	8.548497506e-05
885	8.527189568e-05
886	8.51840952e-05
887	8.518407539e-05
888	8.518411052e-05
889	8.516059697e-05
890	8.500538718e-05
891	8.489644002e-05
892	8.452267921e-05
893	8.443664448e-05
894	8.426953926e-05
895	8.420008607e-05
896	8.412175006e-05
897	8.388454104e-05
898	8.373586567e-05
899	8.349926904e-05
900	8.343327089e-05
901	8.28319302e-05
902	8.278812431e-05
903	8.248321667e-05
904	8.24075555e-05
905	8.229131588e-05
906	8.218252391e-05
907	8.128340212e-05
908	8.114234348e-05
909	8.108390922e-05
910	8.096728428e-05
911	8.096751038e-05
912	8.086538733e-05
913	8.082828245e-05
914	8.075385455e-05
915	8.071812675e-05
916	8.05734457e-05
917	8.031146046e-05
918	8.026061692e-05
919	8.004962869e-05
920	8.002364224e-05
921	7.997227638e-05
922	7.98034873e-05
923	7.966009922e-05
924	7.96069672e-05
925	7.928854702e-05
926	7.926027461e-05
927	7.910773271e-05
928	7.907076308e-05
929	7.897331136e-05
930	7.884013706e-05
931	7.851986992e-05
932	7.823475426e-05
933	7.775824396e-05
934	7.756415377e-05
935	7.752839441e-05
936	7.749425337e-05
937	7.734556629e-05
938	7.729557528e-05
939	7.724522412e-05
940	7.719872894e-05
941	7.695081968e-05
942	7.674892409e-05
943	7.634636643e-05
944	7.625585301e-05
945	7.621410727e-05
946	7.617891939e-05
947	7.609145211e-05
948	7.60539344e-05
949	7.601067429e-05
950	7.596983725e-05
951	7.594086377e-05
952	7.587737721e-05
953	7.579893411e-05
954	7.571752044e-05
955	7.531572165e-05
956	7.513492813e-05
957	7.505773758e-05
958	7.495703945e-05
959	7.488597632e-05
960	7.485351819e-05
961	7.475854913e-05
962	7.455622635e-05
963	7.436990828e-05
964	7.413873353e-05
965	7.409505209e-05
966	7.405082015e-05
967	7.372201893e-05
968	7.347189689e-05
969	7.344287725e-05
970	7.32254149e-05
971	7.315768786e-05
972	7.307838553e-05
973	7.300428344e-05
974	7.288483115e-05
975	7.279252171e-05
976	7.249458581e-05
977	7.242276028e-05
978	7.22816038e-05
979	7.191197709e-05
980	7.185155924e-05
981	7.182542681e-05
982	7.131226383e-05
983	7.12629869e-05
984	7.122656377e-05
985	7.117166118e-05
986	7.106253101e-05
987	7.097866936e-05
988	7.07824996e-05
989	7.073818447e-05
990	7.070187269e-05
991	7.06181041e-05
992	7.034461497e-05
993	7.031891305e-05
994	7.009035239e-05
995	6.989147936e-05
996	6.960738329e-05
997	6.927939963e-05
998	6.923948299e-05
999	6.91574151e-05
